;;0114 Upplands Väsby;0115 Vallentuna;0117 Österåker;0120 Värmdö;0123 Järfälla;0125 Ekerö;0126 Huddinge;0127 Botkyrka;0128 Salem;0136 Haninge;0138 Tyresö;0139 Upplands-Bro;0140 Nykvarn;0160 Täby;0162 Danderyd;0163 Sollentuna;0180 Stockholm;0181 Södertälje;0182 Nacka;0183 Sundbyberg;0184 Solna;0186 Lidingö;0187 Vaxholm;0188 Norrtälje;0191 Sigtuna;0192 Nynäshamn;0305 Håbo;0319 Älvkarleby;0330 Knivsta;0331 Heby;0360 Tierp;0380 Uppsala;0381 Enköping;0382 Östhammar;0428 Vingåker;0461 Gnesta;0480 Nyköping;0481 Oxelösund;0482 Flen;0483 Katrineholm;0484 Eskilstuna;0486 Strängnäs;0488 Trosa;0509 Ödeshög;0512 Ydre;0513 Kinda;0560 Boxholm;0561 Åtvidaberg;0562 Finspång;0563 Valdemarsvik;0580 Linköping;0581 Norrköping;0582 Söderköping;0583 Motala;0584 Vadstena;0586 Mjölby;0604 Aneby;0617 Gnosjö;0642 Mullsjö;0643 Habo;0662 Gislaved;0665 Vaggeryd;0680 Jönköping;0682 Nässjö;0683 Värnamo;0684 Sävsjö;0685 Vetlanda;0686 Eksjö;0687 Tranås;0760 Uppvidinge;0761 Lessebo;0763 Tingsryd;0764 Alvesta;0765 Älmhult;0767 Markaryd;0780 Växjö;0781 Ljungby;0821 Högsby;0834 Torsås;0840 Mörbylånga;0860 Hultsfred;0861 Mönsterås;0862 Emmaboda;0880 Kalmar;0881 Nybro;0882 Oskarshamn;0883 Västervik;0884 Vimmerby;0885 Borgholm;0980 Gotland;1060 Olofström;1080 Karlskrona;1081 Ronneby;1082 Karlshamn;1083 Sölvesborg;1214 Svalöv;1230 Staffanstorp;1231 Burlöv;1233 Vellinge;1256 Östra Göinge;1257 Örkelljunga;1260 Bjuv;1261 Kävlinge;1262 Lomma;1263 Svedala;1264 Skurup;1265 Sjöbo;1266 Hörby;1267 Höör;1270 Tomelilla;1272 Bromölla;1273 Osby;1275 Perstorp;1276 Klippan;1277 Åstorp;1278 Båstad;1280 Malmö;1281 Lund;1282 Landskrona;1283 Helsingborg;1284 Höganäs;1285 Eslöv;1286 Ystad;1287 Trelleborg;1290 Kristianstad;1291 Simrishamn;1292 Ängelholm;1293 Hässleholm;1315 Hylte;1380 Halmstad;1381 Laholm;1382 Falkenberg;1383 Varberg;1384 Kungsbacka;1401 Härryda;1402 Partille;1407 Öckerö;1415 Stenungsund;1419 Tjörn;1421 Orust;1427 Sotenäs;1430 Munkedal;1435 Tanum;1438 Dals-Ed;1439 Färgelanda;1440 Ale;1441 Lerum;1442 Vårgårda;1443 Bollebygd;1444 Grästorp;1445 Essunga;1446 Karlsborg;1447 Gullspång;1452 Tranemo;1460 Bengtsfors;1461 Mellerud;1462 Lilla Edet;1463 Mark;1465 Svenljunga;1466 Herrljunga;1470 Vara;1471 Götene;1472 Tibro;1473 Töreboda;1480 Göteborg;1481 Mölndal;1482 Kungälv;1484 Lysekil;1485 Uddevalla;1486 Strömstad;1487 Vänersborg;1488 Trollhättan;1489 Alingsås;1490 Borås;1491 Ulricehamn;1492 Åmål;1493 Mariestad;1494 Lidköping;1495 Skara;1496 Skövde;1497 Hjo;1498 Tidaholm;1499 Falköping;1715 Kil;1730 Eda;1737 Torsby;1760 Storfors;1761 Hammarö;1762 Munkfors;1763 Forshaga;1764 Grums;1765 Årjäng;1766 Sunne;1780 Karlstad;1781 Kristinehamn;1782 Filipstad;1783 Hagfors;1784 Arvika;1785 Säffle;1814 Lekeberg;1860 Laxå;1861 Hallsberg;1862 Degerfors;1863 Hällefors;1864 Ljusnarsberg;1880 Örebro;1881 Kumla;1882 Askersund;1883 Karlskoga;1884 Nora;1885 Lindesberg;1904 Skinnskatteberg;1907 Surahammar;1960 Kungsör;1961 Hallstahammar;1962 Norberg;1980 Västerås;1981 Sala;1982 Fagersta;1983 Köping;1984 Arboga;2021 Vansbro;2023 Malung-Sälen;2026 Gagnef;2029 Leksand;2031 Rättvik;2034 Orsa;2039 Älvdalen;2061 Smedjebacken;2062 Mora;2080 Falun;2081 Borlänge;2082 Säter;2083 Hedemora;2084 Avesta;2085 Ludvika;2101 Ockelbo;2104 Hofors;2121 Ovanåker;2132 Nordanstig;2161 Ljusdal;2180 Gävle;2181 Sandviken;2182 Söderhamn;2183 Bollnäs;2184 Hudiksvall;2260 Ånge;2262 Timrå;2280 Härnösand;2281 Sundsvall;2282 Kramfors;2283 Sollefteå;2284 Örnsköldsvik;2303 Ragunda;2305 Bräcke;2309 Krokom;2313 Strömsund;2321 Åre;2326 Berg;2361 Härjedalen;2380 Östersund;2401 Nordmaling;2403 Bjurholm;2404 Vindeln;2409 Robertsfors;2417 Norsjö;2418 Malå;2421 Storuman;2422 Sorsele;2425 Dorotea;2460 Vännäs;2462 Vilhelmina;2463 Åsele;2480 Umeå;2481 Lycksele;2482 Skellefteå;2505 Arvidsjaur;2506 Arjeplog;2510 Jokkmokk;2513 Överkalix;2514 Kalix;2518 Övertorneå;2521 Pajala;2523 Gällivare;2560 Älvsbyn;2580 Luleå;2581 Piteå;2582 Boden;2583 Haparanda;2584 Kiruna
;55-64 år;4789;3717;4967;5250;8325;3354;12017;9965;1571;9277;5377;3068;1215;7951;3706;8128;106690;11241;11288;5184;7882;5349;1479;8397;5166;3498;2370;1235;1808;1974;2714;23147;5485;3016;1226;1345;6769;1503;2224;4191;12234;4340;1611;674;536;1294;754;1459;2688;1070;16763;16123;1841;5528;1051;3174;954;1142;819;1250;3781;1726;14835;3751;4448;1379;3331;2185;2128;1161;1009;1680;2368;1962;1204;9476;3587;861;998;1937;2045;1771;1321;7657;2593;3168;4968;2032;1638;8155;1785;7453;3468;4042;2264;1694;2455;2082;4166;1750;1365;1879;3173;2608;2238;1923;2620;2068;2109;1806;1505;1580;936;2165;1671;2099;34733;12021;5295;16787;3339;3934;4017;5703;10140;2844;5116;6286;1331;11663;3310;5604;8088;9823;4258;4409;1772;3184;2267;2252;1310;1340;1786;583;879;3237;4453;1423;1106;788;742;847;864;1541;1298;1285;1832;4387;1457;1232;2118;1838;1362;1344;61318;7557;5651;2067;6807;1557;4847;6636;4732;12463;3132;1665;3129;5066;2311;6257;1088;1704;4042;1480;1197;1670;579;1859;538;1355;1202;1286;1918;10627;3189;1388;1900;3312;2054;935;805;1954;1293;949;702;16156;2289;1625;3725;1301;3014;637;1273;1097;1974;795;17216;2865;1578;3270;1812;918;1351;1342;2063;1451;985;978;1580;2619;6969;6009;1498;2191;2977;3312;822;1349;1546;1301;2521;11958;4756;3495;3444;4891;1423;2196;3052;11703;2658;2723;6865;749;928;1805;1667;1387;1011;1402;7288;914;305;704;976;560;425;848;376;415;1039;957;397;12760;1601;9330;855;414;736;520;2231;685;883;2553;1031;9454;5267;3582;1409;3025
;65-74 år;4270;2756;4584;4502;6858;2593;8438;7424;1421;7634;3956;2699;1074;6668;3012;6030;82646;8340;9243;3852;6852;4887;1479;8959;3716;3448;2223;1262;1577;1841;2674;21445;5058;3254;1376;1519;6943;1715;2498;4249;11198;4597;1911;799;612;1412;787;1589;2846;1403;14553;14859;2043;5446;1227;3111;855;1157;987;1240;3182;1498;13739;3565;3822;1434;3415;2314;2260;1197;1106;1743;2432;1842;1320;9298;3446;830;1096;2350;1908;1842;1277;7463;2509;3408;5488;2026;2074;8319;1709;7672;3750;4069;2332;1450;2219;1752;4275;1758;1312;1627;3246;2372;2221;1868;2545;1924;1914;1805;1688;1682;806;2169;1600;2430;27964;11421;5128;14615;3788;3376;4433;5107;9761;3536;5225;6103;1277;10878;3591;5761;8240;8653;3376;3506;1795;2771;2548;2552;1715;1349;2024;669;963;3005;3859;1390;1128;788;826;1127;886;1575;1527;1370;1627;4266;1523;1268;2049;1872;1401;1331;49846;5770;4699;2349;6172;1607;4594;5935;4839;11215;3058;1682;3259;4812;2246;5812;1381;1520;3685;1602;1129;1751;670;1793;498;1422;1264;1315;1794;9963;3430;1549;1736;3556;2093;955;849;1993;1410;969;778;15172;2320;1794;3740;1559;3176;753;1370;1156;2022;866;15468;3084;1647;3237;1851;937;1433;1433;2436;1935;966;1024;1738;2995;7248;5569;1628;2144;3082;3401;996;1364;1734;1449;2817;11178;4931;3853;3676;5333;1345;2305;3509;11408;2950;2828;7367;802;1000;1835;1829;1193;1080;1587;7443;1062;349;812;986;611;471;869;354;396;1007;939;446;12048;1568;9245;850;394;756;564;2381;819;1095;2270;1087;8701;5569;3803;1669;2525
;75-84 år;2819;2035;3079;2510;4878;1841;5134;4487;1195;5043;3202;1516;691;5264;2507;4217;45931;5718;5877;2039;4204;3474;835;5941;2685;2282;1374;785;789;1174;1721;12729;3241;2076;792;907;4855;1214;1578;2689;7405;2824;1143;491;391;951;492;1100;1911;826;9884;9358;1253;3501;836;2096;503;613;562;754;2150;978;9331;2245;2584;925;2290;1467;1691;755;680;1177;1455;1147;915;6053;2364;512;675;1394;1321;1192;912;4693;1887;2454;3725;1369;1329;5247;1304;5178;2643;2952;1651;852;1907;1199;3240;1143;862;1002;2146;2091;1321;1060;1504;1137;1192;1188;1139;1178;584;1341;1008;1634;17397;7177;3222;9570;2515;2183;2895;3459;6485;2244;3540;4407;797;7498;2136;3708;5072;6129;2135;2213;1092;1914;1457;1531;946;915;1233;504;541;2008;2909;806;684;476;465;751;565;968;937;871;906;2629;901;771;1275;1114;996;777;29021;3648;3348;1472;4212;1059;3216;3905;3218;7681;1990;1173;2364;3323;1428;3817;835;1084;2554;1001;691;1178;360;1095;402;961;823;860;1101;6613;2174;982;1274;2251;1528;587;556;1245;962;781;522;9470;1539;1141;2822;1042;2012;434;889;735;1406;530;10698;1899;1091;2175;1356;684;915;874;1564;1225;661;711;1063;1931;4421;3634;954;1337;2016;2270;472;844;1120;869;1752;7425;3460;2392;2434;3273;889;1482;2307;7695;1750;1935;4808;532;608;1090;1182;659;694;1032;4629;666;240;492;574;404;283;603;260;282;664;616;301;7235;1066;5980;642;290;474;419;1693;497;760;1621;744;5693;3369;2410;900;1738
;85-94 år;752;574;830;636;1555;482;1613;1244;323;1236;964;393;142;1744;1002;1373;17416;1822;1894;676;1587;1417;201;1906;731;638;313;267;242;434;660;4436;1116;713;252;258;1708;424;519;1080;2484;871;272;187;127;341;160;381;697;280;3921;3283;381;1233;305;749;179;267;199;203;837;352;3589;938;978;388;963;605;696;336;240;549;647;536;369;2240;925;198;224;402;528;450;333;1811;709;804;1316;529;440;1791;495;1823;961;1083;528;290;551;374;840;396;307;295;592;637;416;369;499;465;423;418;336;462;222;515;295;583;6941;2426;1067;3500;853;781;1059;1234;2400;799;1371;1662;330;2764;766;1467;1865;1876;704;924;363;587;450;493;374;370;455;151;205;531;892;278;196;207;186;240;190;371;392;349;297;1080;297;272;486;353;362;280;10989;1415;1260;540;1632;369;1146;1478;1155;2978;759;462;808;1159;521;1459;299;439;1045;329;286;470;125;368;172;318;294;321;471;2540;831;419;489;983;616;198;226;408;299;267;157;3339;466;331;951;303;664;152;288;220;494;182;3789;686;434;862;433;233;335;287;533;497;250;269;314;653;1554;1330;319;490;738;908;195;326;400;276;665;2439;1068;872;850;1138;340;426;774;2658;671;749;1734;224;212;341;463;221;267;365;1632;259;120;210;220;128;118;238;112;133;239;228;117;2463;388;2192;230;107;171;156;572;192;247;604;311;1953;1154;831;285;662
2019M08;5-14 år;5924;5187;6273;6378;10403;4640;16353;12946;2603;12086;6873;4144;1653;10417;5104;10802;106934;12259;15363;5592;7352;6767;1741;6399;6580;3313;3042;1117;3104;1531;2341;26401;5530;2398;1059;1454;6794;1335;1901;4161;13378;4687;1687;561;389;1093;586;1271;2499;777;18973;17469;1809;5047;704;3387;817;1181;974;2010;3801;1858;16947;3895;4158;1496;3338;2035;2266;1116;1177;1304;2677;2465;1187;11534;3199;731;758;1930;1593;1549;1062;7951;2300;3064;3853;1729;944;6444;1443;7965;3707;3650;1931;1878;3864;2558;5103;1987;1209;2090;4758;4154;3379;1968;2167;1807;2148;1552;1636;1623;971;2061;2299;1539;40446;14556;5610;17630;3381;4421;3239;5417;10264;1724;4947;5964;1420;12110;2976;5256;7749;11978;6125;5528;1569;3589;1775;1544;725;1235;1357;528;740;4335;6579;1503;1324;634;676;706;480;1439;1044;1011;1691;4258;1221;1102;1820;1573;1307;1002;62974;8865;5879;1501;6917;1537;4867;7259;5243;13789;2865;1432;2620;4628;2163;6241;1040;1449;4141;1479;955;1120;399;2492;390;1422;989;1071;1349;10019;2613;1128;1062;2819;1672;1175;590;1977;987;730;431;18862;2988;1185;3311;1282;2712;440;1181;1028;1936;616;18378;2709;1633;3113;1468;741;1017;1306;1675;1003;663;758;1189;2281;7159;6644;1265;1660;2609;3153;604;1006;1262;1100;2057;11832;4466;2732;2995;4208;906;2057;2851;11457;1763;2042;6603;572;623;2207;1146;1390;731;912;7336;746;254;628;770;458;331;592;241;266;1118;710;259;14674;1433;8147;623;266;444;254;1519;377;613;1698;841;8466;4613;2805;1108;2514
;15-24 år;5184;3996;5311;5198;9319;3222;13729;11867;2044;10651;5958;3382;1210;8485;4294;8857;96413;11787;11847;4552;7083;5530;1443;6118;5681;2962;2577;921;2181;1534;2248;31132;4882;2126;1053;1123;6035;1066;1816;3986;12657;3810;1356;554;370;1061;555;1167;2239;706;22833;16600;1417;4698;730;2998;666;1115;762;1253;3500;1528;17699;3665;3877;1312;3046;1922;2248;1060;973;1253;2152;1807;1095;12365;2967;634;692;1319;1433;1391;985;8284;2075;2945;3505;1706;940;6176;1421;8052;3077;3477;1825;1584;2694;2134;4003;1724;1119;1836;3417;2636;2309;1806;1891;1623;1738;1435;1313;1401;834;2025;1867;1390;36063;19629;5021;16698;2647;3900;2975;4667;9820;1787;4278;5829;1225;11873;2627;4833;6569;9746;4193;4445;1478;3044;1472;1443;788;1106;1198;511;704;3528;4765;1307;962;595;558;635;529;1276;996;967;1452;3837;1083;1027;1697;1323;1183;1034;66031;7757;4895;1410;6409;1297;4444;7256;4472;13376;2618;1397;2524;4370;2148;6742;923;1379;3767;1178;787;1085;406;1544;349;1177;881;1088;1460;11879;2417;1151;1067;2697;1639;696;568;1672;1027;764;471;20584;2430;1087;3412;1066;2568;419;983;936;1710;591;17825;2386;1371;2830;1597;706;1001;995;1614;1060;780;717;938;1914;6571;6296;1003;1635;2277;2697;530;1044;1164;893;2011;11989;4244;2470;2784;3949;936;2033;2683;11018;1859;1877;5716;460;655;1504;1105;1249;666;1042;7190;805;270;529;616;372;335;563;255;219;1003;770;305;17438;1265;7843;611;259;480;313;1587;442;608;1604;912;9796;4727;3068;945;2560
;25-34 år;6535;3629;4764;4907;11616;2304;15770;13506;1845;13857;5456;4131;1178;7168;3048;8759;181689;14964;12569;11782;18902;5045;968;7390;7029;3548;2461;1090;2372;1707;2541;40944;5901;2559;908;1242;6810;1372;1577;4370;14301;3893;1402;562;353;1004;580;1201;2563;779;26449;21070;1514;5111;713;3566;890;1152;819;1421;3541;1786;21421;3990;4224;1341;3238;2140;2307;1109;933;1259;2361;2135;1179;14162;3568;591;676;1355;1520;1505;955;10363;2477;3243;3971;1865;877;6750;1555;8724;3281;3852;1892;1758;2408;2319;2701;1790;1188;1840;3177;1654;2332;1765;2213;1893;1813;1564;1367;1498;976;2146;2007;1359;64631;20434;6062;21569;2245;4271;3201;5450;11161;1742;4924;6412;1240;14803;2849;5460;7751;8028;3613;4766;1091;3036;1573;1386;822;1216;1354;577;726;4043;4116;1457;1009;601;612;761;462;1312;1049;1073;1909;3982;1199;1100;1851;1328;1342;990;110941;10705;5818;1411;7546;1702;4837;8558;5072;16529;2797;1325;2953;5015;2359;8986;987;1633;4134;1374;1119;1251;392;1748;412;1297;1063;1158;1468;14329;2781;1173;1160;3009;1630;1004;549;1876;963;747;441;23923;2702;1145;3688;1125;2663;431;1116;941;2039;611;22267;2687;1628;3218;1675;773;1147;1098;1561;1051;805;709;1068;2371;7658;7390;1269;1764;2872;3436;676;1080;1312;1004;2018;14192;4720;2882;3110;4311;1016;2013;2994;12884;1871;1986;6547;604;598;1478;1268;1747;767;1107;9101;715;266;546;759;407;323;575;239;246;1120;785;281;22432;1554;8807;768;307;577;355;1707;371;556;2356;933;10947;5235;3564;911;3225
;35-44 år;6603;4721;5678;5661;11333;3810;16721;13793;2165;13003;6314;4079;1491;9275;3653;10076;148525;13185;14689;8280;13378;6111;1322;6366;6883;3234;2748;995;2862;1418;2227;29020;5003;2154;866;1351;6391;1280;1602;3618;12678;4286;1566;542;347;978;535;1174;2347;720;19941;17399;1666;4800;643;3249;720;1179;845;1761;3321;1693;17128;3447;3909;1221;2880;1908;1963;1034;982;1213;2428;2453;1119;11451;3171;603;705;1763;1373;1349;957;8236;2097;2938;3503;1622;948;6182;1338;7950;3348;3368;1924;1835;3611;2690;4406;1597;1127;1919;4374;3443;3197;1921;2160;1836;2069;1543;1460;1421;790;1967;2043;1528;51595;15604;5773;18565;3056;4183;3292;5488;9777;1593;4894;5750;1168;12115;2742;4984;7388;10141;5501;5444;1330;3198;1650;1413;850;1127;1299;487;647;4245;5872;1321;1226;546;583;698;421;1295;899;875;1719;3875;1097;987;1814;1406;1210;936;81457;9562;5462;1401;6399;1643;4266;6827;4898;13742;2801;1248;2473;4427;2043;6437;996;1267;3678;1329;839;1160;361;2257;327;1284;846;1060;1271;10812;2470;1007;1017;2781;1460;1073;507;1825;942;569;466;19055;2665;1107;3081;1121;2555;380;1099;927;1725;568;18738;2458;1472;2788;1385;628;1076;1093;1568;994;598;729;1113;2135;7086;5946;1226;1512;2470;2875;570;877;1133;921;1887;11982;4189;2314;2849;3828;857;2024;2687;11613;1696;1899;6349;480;508;1818;1091;1569;658;960;7470;735;205;585;705;388;307;579;244;219;994;631;249;16646;1235;8227;630;264;468;249;1466;327;432;1818;824;8976;4732;3006;938;2425
;45-54 år;6593;5361;7283;7293;10547;4694;16237;13037;2622;12485;7676;3943;1693;11033;5129;11253;125275;13682;15809;6224;9182;6891;1988;7779;6827;4020;3437;1250;2618;1664;2746;26784;6067;2703;1156;1503;7053;1388;2005;4237;13946;5070;1905;686;462;1294;727;1568;2914;959;19852;18384;1948;5986;958;3740;803;1347;935;1569;4232;1853;17650;4033;4683;1433;3550;2186;2465;1285;1073;1590;2363;2223;1284;11398;3813;714;949;1907;1755;1721;1189;8718;2586;3635;4632;2000;1257;7732;1759;8544;3824;4349;2320;2016;3647;2397;5875;1979;1299;2264;4941;3905;3157;2286;2632;2025;2356;1574;1769;1712;964;2408;2249;1856;40182;14480;5931;19631;3732;4672;3893;6239;10954;2202;5734;6980;1428;12920;3318;5601;8120;13020;5871;5458;1842;3914;1977;1968;1173;1304;1537;576;877;4401;6468;1560;1313;803;720;860;656;1555;1233;1073;1829;4675;1423;1270;2115;1796;1462;1159;70759;9655;6252;1830;7314;1699;5165;7700;5319;14546;3222;1668;3087;5284;2555;7047;1207;1705;4123;1558;1118;1465;540;2361;490;1586;1217;1387;1762;11711;3181;1294;1508;3340;2043;1010;758;2082;1348;838;625;19265;3039;1395;4160;1392;2970;564;1323;1155;2040;676;20462;2896;1762;3331;1810;872;1336;1278;2035;1320;919;881;1374;2591;7346;6498;1372;1950;2898;3262;789;1249;1457;1209;2382;13512;5334;3367;3323;4895;1220;2577;3061;13634;2326;2269;7144;646;919;2044;1326;1470;815;1282;7995;917;280;623;785;498;348;708;307;269;1105;752;317;15060;1448;9204;739;360;632;347;2118;475;623;2157;1030;10377;5560;3606;1120;3042
;55-64 år;4790;3715;4966;5251;8307;3353;12003;9966;1570;9265;5379;3074;1206;7932;3698;8111;106628;11220;11286;5181;7893;5350;1477;8414;5159;3495;2371;1239;1804;1978;2713;23142;5481;3012;1225;1346;6770;1489;2221;4196;12226;4354;1626;671;537;1299;752;1460;2688;1071;16751;16133;1838;5524;1052;3171;949;1141;819;1249;3780;1728;14819;3757;4442;1371;3328;2188;2124;1159;1009;1680;2366;1962;1202;9480;3585;865;997;1945;2051;1769;1328;7648;2592;3160;4955;2034;1641;8151;1779;7449;3468;4039;2262;1691;2453;2077;4164;1756;1367;1875;3170;2605;2240;1924;2622;2066;2110;1809;1510;1576;938;2161;1666;2094;34721;12028;5304;16781;3339;3923;4025;5699;10131;2845;5121;6289;1333;11664;3314;5610;8100;9796;4257;4406;1772;3184;2272;2257;1314;1341;1784;583;876;3241;4444;1416;1109;790;742;847;861;1539;1299;1287;1829;4390;1458;1236;2116;1842;1363;1344;61318;7552;5656;2067;6805;1556;4853;6632;4736;12456;3128;1662;3132;5062;2315;6255;1090;1702;4046;1479;1199;1669;580;1858;538;1358;1201;1284;1919;10626;3191;1388;1902;3306;2059;932;801;1951;1294;951;704;16156;2288;1627;3724;1301;3013;636;1275;1094;1974;800;17207;2859;1577;3264;1818;924;1345;1343;2059;1457;988;976;1580;2618;6964;6008;1495;2189;2975;3315;824;1348;1546;1296;2519;11959;4755;3492;3446;4896;1421;2194;3050;11688;2662;2716;6860;747;928;1803;1668;1382;1011;1408;7283;917;306;705;977;559;423;849;376;415;1040;958;396;12750;1595;9321;856;418;738;521;2230;685;882;2552;1031;9438;5265;3577;1411;3018
;65-74 år;4261;2753;4575;4510;6846;2587;8411;7407;1421;7619;3952;2694;1071;6668;3009;6024;82551;8331;9233;3848;6846;4885;1476;8957;3710;3449;2220;1261;1571;1838;2669;21440;5045;3250;1376;1518;6938;1709;2495;4241;11179;4597;1916;800;611;1409;788;1591;2841;1402;14540;14841;2043;5439;1235;3106;854;1152;987;1241;3167;1493;13721;3563;3818;1432;3414;2319;2257;1195;1108;1748;2428;1843;1316;9293;3446;829;1097;2350;1908;1836;1274;7458;2501;3407;5487;2025;2072;8316;1707;7658;3748;4065;2331;1447;2213;1753;4269;1759;1311;1621;3242;2372;2219;1867;2546;1923;1915;1804;1682;1677;802;2168;1594;2428;27909;11418;5132;14601;3787;3375;4445;5105;9749;3537;5223;6094;1272;10869;3587;5751;8245;8637;3375;3501;1795;2774;2542;2543;1711;1346;2023;673;964;2998;3852;1387;1128;784;830;1121;886;1570;1530;1366;1625;4264;1524;1267;2049;1867;1401;1327;49782;5755;4696;2350;6160;1609;4599;5930;4838;11206;3050;1678;3256;4803;2246;5809;1380;1520;3680;1598;1131;1750;672;1791;496;1420;1263;1315;1791;9956;3428;1547;1734;3552;2092;955;846;1984;1411;966;774;15156;2314;1791;3738;1556;3176;746;1367;1158;2019;868;15448;3079;1645;3231;1853;935;1433;1429;2436;1937;967;1024;1740;2995;7244;5562;1628;2142;3079;3397;998;1368;1726;1448;2813;11169;4930;3852;3666;5328;1342;2300;3504;11392;2934;2824;7350;800;1002;1834;1822;1198;1080;1582;7443;1059;350;813;988;608;471;869;350;394;1003;937;445;12042;1566;9242;850;395;756;565;2379;820;1095;2264;1088;8690;5559;3800;1671;2524
;75-84 år;2803;2028;3071;2492;4870;1836;5103;4466;1196;5034;3192;1513;686;5250;2499;4210;45820;5696;5862;2030;4193;3461;833;5926;2680;2270;1371;785;786;1169;1716;12691;3236;2069;789;901;4849;1212;1567;2678;7384;2816;1148;485;388;951;492;1096;1905;822;9859;9338;1249;3490;836;2093;500;613;561;754;2145;978;9317;2235;2575;922;2283;1466;1689;756;680;1173;1452;1139;912;6036;2360;510;671;1392;1319;1192;909;4673;1883;2449;3713;1370;1330;5232;1293;5158;2637;2942;1648;845;1904;1198;3234;1137;860;1001;2144;2083;1318;1058;1498;1136;1183;1185;1135;1175;582;1332;1003;1634;17337;7163;3217;9540;2511;2172;2888;3449;6452;2246;3533;4394;796;7474;2127;3707;5057;6121;2134;2206;1094;1913;1455;1528;943;913;1221;501;540;2002;2896;802;679;475;465;748;563;964;934;867;902;2628;897;770;1271;1109;991;772;28915;3643;3332;1472;4189;1056;3208;3893;3208;7659;1986;1171;2357;3311;1422;3803;835;1085;2546;1002;688;1171;357;1091;402;956;820;858;1096;6600;2173;980;1270;2245;1524;588;554;1239;962;774;521;9445;1537;1136;2819;1041;2014;428;883;733;1405;528;10660;1897;1095;2164;1353;682;914;873;1560;1224;660;711;1056;1927;4412;3628;952;1333;2009;2265;469;839;1116;863;1747;7417;3450;2379;2429;3273;884;1477;2304;7673;1741;1930;4792;532;608;1086;1177;658;690;1028;4624;665;240;489;573;402;284;604;258;282;660;615;303;7220;1064;5947;641;287;471;417;1685;493;757;1613;738;5683;3358;2406;899;1734
;85-94 år;743;573;825;633;1545;474;1600;1229;324;1221;952;387;142;1729;996;1362;17258;1810;1874;671;1574;1403;199;1889;718;631;310;265;238;432;656;4403;1107;712;249;256;1694;419;514;1060;2462;860;272;184;127;336;159;375;691;278;3879;3248;377;1221;304;738;178;265;198;203;829;350;3553;931;966;386;954;600;690;334;236;540;642;532;365;2225;917;196;220;397;525;444;333;1801;703;799;1306;521;435;1767;489;1798;951;1064;523;290;545;372;835;389;304;292;586;631;413;365;494;459;419;413;335;459;221;513;291;576;6866;2402;1051;3460;849;777;1041;1222;2381;792;1357;1641;324;2740;760;1456;1847;1865;698;919;360;583;449;487;367;366;449;150;200;527;887;275;195;204;185;235;191;367;388;347;295;1067;295;269;480;349;357;277;10864;1396;1251;536;1614;365;1129;1455;1147;2945;755;460;798;1143;514;1447;294;435;1037;328;286;467;125;366;170;317;290;319;467;2517;821;416;484;977;609;195;222;402;299;264;157;3314;457;328;946;297;659;151;286;219;490;178;3759;677;428;853;430;231;331;284;531;493;248;268;304;642;1537;1313;317;486;731;892;193;320;396;269;659;2411;1059;864;834;1126;333;416;765;2637;666;742;1719;222;209;336;459;218;265;362;1616;259;120;209;218;125;116;236;111;132;234;226;114;2432;383;2173;227;105;170;152;564;189;243;596;308;1932;1140;826;283;649
2019M09;5-14 år;5944;5194;6277;6371;10417;4651;16327;12981;2605;12115;6879;4135;1652;10415;5118;10822;106922;12262;15384;5601;7359;6783;1745;6420;6584;3319;3055;1117;3105;1536;2344;26437;5553;2396;1051;1454;6811;1327;1900;4168;13387;4706;1696;560;393;1095;586;1269;2505;782;19020;17488;1806;5044;702;3384;809;1179;971;2013;3808;1862;16956;3892;4157;1500;3337;2027;2271;1119;1178;1304;2685;2460;1198;11540;3201;730;754;1922;1605;1552;1063;7962;2310;3057;3853;1726;945;6454;1438;7963;3712;3657;1929;1876;3877;2563;5102;1998;1208;2103;4768;4160;3393;1973;2167;1811;2157;1558;1632;1625;968;2068;2299;1543;40441;14569;5622;17642;3390;4428;3248;5420;10285;1724;4959;5947;1423;12117;2972;5256;7752;11986;6127;5531;1571;3586;1779;1548;725;1236;1357;530;739;4336;6580;1502;1321;634;676;706;480;1431;1046;1007;1693;4260;1216;1102;1821;1572;1311;1002;62963;8871;5891;1504;6924;1535;4873;7261;5245;13799;2866;1423;2621;4630;2170;6250;1036;1447;4151;1481;950;1117;399;2488;390;1420;986;1084;1351;10038;2613;1131;1070;2818;1664;1175;591;1972;986;733;432;18874;2982;1184;3316;1283;2718;436;1184;1029;1935;616;18367;2704;1631;3122;1468;744;1021;1311;1680;1009;673;757;1191;2272;7163;6648;1269;1659;2598;3153;610;1005;1263;1098;2059;11860;4466;2732;2995;4207;906;2061;2861;11481;1764;2049;6599;571;614;2204;1146;1388;730;906;7337;748;258;624;768;458;331;593;242;269;1117;713;259;14693;1436;8142;622;266;441;256;1520;373;613;1704;840;8468;4609;2812;1106;2511
